"attachments/0/__module_component_CometUFICommentAnimatedImageAttachment_attachment/__dr","attachments/0/__module_operation_CometUFICommentAnimatedImageAttachment_attachment/__dr","attachments/0/__typename","attachments/0/animated_image","attachments/0/animated_image/height","attachments/0/animated_image/uri","attachments/0/animated_image/width","attachments/0/animated_image_attribution","attachments/0/animated_image_caption","attachments/0/audio_availability","attachments/0/audio_settings","attachments/0/audio_user_preferred_language","attachments/0/autoplay_gating_result","attachments/0/blurred_image/uri","attachments/0/broadcast_id","attachments/0/broadcast_low_latency_config","attachments/0/broadcast_status","attachments/0/broadcaster_origin","attachments/0/browser_native_hd_url","attachments/0/browser_native_sd_url","attachments/0/can_autoplay","attachments/0/can_use_oz","attachments/0/captions_settings","attachments/0/captions_url","attachments/0/cix_screen","attachments/0/comet_video_player_context_sensitive_config","attachments/0/comet_video_player_nextgendash_availability","attachments/0/comet_video_player_static_config","attachments/0/dash_manifest_url","attachments/0/drm_info","attachments/0/fallbackImage/height","attachments/0/fallbackImage/uri","attachments/0/fallbackImage/width","attachments/0/fbls_tier","attachments/0/frame_count","attachments/0/frame_rate","attachments/0/frames_per_column","attachments/0/frames_per_row","attachments/0/height","attachments/0/id","attachments/0/image/height","attachments/0/image/uri","attachments/0/image/width","attachments/0/is_gaming_video","attachments/0/is_latency_menu_enabled","attachments/0/is_latency_sensitive_broadcast","attachments/0/is_live_streaming","attachments/0/is_live_trace_enabled","attachments/0/is_looping","attachments/0/is_ncsr","attachments/0/is_podcast_video","attachments/0/is_spherical","attachments/0/is_spherical_enabled","attachments/0/is_video_broadcast","attachments/0/label","attachments/0/latency_sensitive_config","attachments/0/live_playback_instrumentation_configs","attachments/0/loop_count","attachments/0/massive_image/height","attachments/0/massive_image/width","attachments/0/min_quality_preference","attachments/0/ocrText","attachments/0/p2p_settings","attachments/0/pack","attachments/0/pack/id","attachments/0/pack/name","attachments/0/permalink_url","attachments/0/playlist","attachments/0/pmv_metadata","attachments/0/preferred_thumbnail","attachments/0/spherical_video_fallback_urls","attachments/0/spherical_video_renderer","attachments/0/sprite_image","attachments/0/sticker_image/__typename","attachments/0/sticker_image/uri","attachments/0/unsupported_browser_message","attachments/0/video_imf_data","attachments/0/video_player_shaka_performance_logger_init/__module_component_useVideoPlayerShakaPerformanceLoggerRelayImpl_video/__dr","attachments/0/video_player_shaka_performance_logger_init/__module_operation_useVideoPlayerShakaPerformanceLoggerRelayImpl_video/__dr","attachments/0/video_player_shaka_performance_logger_init/__typename","attachments/0/video_player_shaka_performance_logger_init2/__module_component_useVideoPlayerShakaPerformanceLoggerBuilder_video/__dr","attachments/0/video_player_shaka_performance_logger_init2/__module_operation_useVideoPlayerShakaPerformanceLoggerBuilder_video/__dr","attachments/0/video_player_shaka_performance_logger_init2/__typename","attachments/0/video_player_shaka_performance_logger_init2/per_session_sampling_rate","attachments/0/video_player_shaka_performance_logger_should_sample","attachments/0/video_status_type","attachments/0/viewer_autoplay_setting","attachments/0/width","commentUrl","commentsCount","date","facebookId","facebookUrl","feedbackId","id","inputUrl","likesCount","parentComment/author/__typename","parentComment/author/id","parentComment/author/name","parentComment/author/short_name","parentComment/id","parentReply/author/__typename","parentReply/author/gender","parentReply/author/id","parentReply/author/name","parentReply/id","postTitle","profileId","profileName","profilePicture","profileUrl","replyToCommentId","text","threadingDepth"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=26122157260764263","6","2024-07-10T04:12:55.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3XzI2MTIyMTU3MjYwNzY0MjYz","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfMjYxMjIxNTcyNjA3NjQyNjM=","https://www.facebook.com/watch/?v=769659465379648","872",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","100010228595760","Joyce Irish","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/499186685_2591640864520175_1110450862481048929_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=108&ccb=1-7&_nc_sid=1d2534&_nc_ohc=u8_ing2SBbwQ7kNvwEgMysf&_nc_oc=AdmCgzN5GAVfbxkP32Nwj1PsY6cs4Et1lX_hZva8RxytmqPLZjUiVgjPQVLjDYVn7oA&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfMGRoM8Q95C6zlmUAu9og5WeJYIJHIOiLWp17U9bMGu6g&oe=684B5835","https://www.facebook.com/joycebewithyou",,"Provoking you might be the wisest choice I made in my life. 😂😂😂","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=1181235116656979","4","2024-07-10T06:42:11.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3XzExODEyMzUxMTY2NTY5Nzk=","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfMTE4MTIzNTExNjY1Njk3OQ==","https://www.facebook.com/watch/?v=769659465379648","215",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","61559308605765","Anemoia","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/441544676_7361666623882366_5023868873201131189_n.jpg?stp=c0.0.1536.1536a_cp0_dst-jpg_s32x32_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=xw-bJMY03iAQ7kNvwFKE-R0&_nc_oc=AdnbEwq8ckg7EmFeq-dUIPPCgEV43msOSWr7msVlP-JWE6UwC6n7z42njTMmHCxFxDo&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfOv9bLuMy9Wi-PeZqG2APoOkvBxCDVEMqIu9pmD6iPSYQ&oe=684B63FF","https://www.facebook.com/people/Anemoia/61559308605765/",,"Oh my godddddddd
This game is no longer 12+. MOVE KIDS! It's time for us adults to come and play.","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=1870800760068129","1","2024-07-10T04:48:39.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3XzE4NzA4MDA3NjAwNjgxMjk=","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfMTg3MDgwMDc2MDA2ODEyOQ==","https://www.facebook.com/watch/?v=769659465379648","316",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","100083294500222","Ianne Ryou","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/447590734_440696282050185_11542945532895814_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=107&ccb=1-7&_nc_sid=1d2534&_nc_ohc=jt2EiVYH6QsQ7kNvwFFAF7o&_nc_oc=AdmRFpySm08EUoyPLhwMMQ6SJR3pinJb1AcGKamYow_pkFWe1yc9Tn_Pu2pR3DVD-LM&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfO3XAyecukqDJIOyX23ck1-F7M0RuBcQWSU0B6v6T40ug&oe=684B7F4C","https://www.facebook.com/people/Ianne-Ryou/100083294500222/",,"Just hearing him breath makes my insides tingle><","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=7777294685699559",,"2024-07-10T03:39:35.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3Xzc3NzcyOTQ2ODU2OTk1NTk=","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfNzc3NzI5NDY4NTY5OTU1OQ==","https://www.facebook.com/watch/?v=769659465379648","197",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","pfbid02AMasUSRapSvmkicNHjJjX9uFMkp725eRHH9p2uRzKSQCPRMCHzfWuuAGLmCkxrzxl","Marya AH","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/499965565_24579639248291757_3533915649172968443_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_ohc=FbumjEhRNVIQ7kNvwHyWA8r&_nc_oc=Adl4MwHI5vXTVpwYNJU21-DuDKkW-gMePUF0yRTSEOMKjp7BR3kUOYxks48EU_lgjjI&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfOaZEbnYFECGhb8Ko1lUifwFhIJvMPWTu8dAijorZ-zfg&oe=684B8AB2",,,"Provoking you is the wisest choice i ever did since college XD","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=505647435364826","3","2024-07-10T04:42:24.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3XzUwNTY0NzQzNTM2NDgyNg==","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfNTA1NjQ3NDM1MzY0ODI2","https://www.facebook.com/watch/?v=769659465379648","82",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","pfbid0EXbWg1TRMiKRvVAZYwzqEC71d6qgG1HuWpDSMbbhRdM7PoBmNiKdi84xnc2FE73Yl","Katnip Rodriguez-Santos","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/364160151_10223469091183829_8449410815689143605_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=rW0XMUHT_b0Q7kNvwGsS7Ay&_nc_oc=AdlY4omRazv7tp2MtRDug3a3Pq1DtyzDfBy_Vqh6QCPurlEV5IJKrm7yUFWq28F93jU&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfND61-gE7QcYH038_X1UTz4RZ1xlq2XR1FhYQjKZiO5aA&oe=684B5D6C","https://www.facebook.com/nekomae",,"Zayne u better hold me tight coz I'm slipping!!!!!!","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=492827739799537","3","2024-07-10T05:28:49.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3XzQ5MjgyNzczOTc5OTUzNw==","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfNDkyODI3NzM5Nzk5NTM3","https://www.facebook.com/watch/?v=769659465379648","87",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","100007015841950","Acron Akuron","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/417116869_3691863974390761_9196853328221527964_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=SUl13VBejzIQ7kNvwHbqerF&_nc_oc=AdnoBYCa2p9jZO_sLDtGiDqPY9pRQSsrdTMEzv1ftDjSjsS9pb0CINadWXkbGv0LglQ&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfPu7urD0c-_JklBsXKuyyjAsW31Uv2yN8Z_niXQ-r7lxQ&oe=684B5701","https://www.facebook.com/akuron.acron",,"Petition to change the game rating to be R18+ 🙏","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=455398300459264","8","2024-07-10T03:40:29.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3XzQ1NTM5ODMwMDQ1OTI2NA==","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfNDU1Mzk4MzAwNDU5MjY0","https://www.facebook.com/watch/?v=769659465379648","92",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","100034550588783","Lux Buvelle","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/494499435_1397446391417034_7717584110984614827_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=111&ccb=1-7&_nc_sid=1d2534&_nc_ohc=0PS2DjYVTisQ7kNvwHppY5G&_nc_oc=AdmrPjXXYUOPXpN0B3LQ67NVXh-B0kTzQUiaVth8wYOdNZo1KKeGQMXfpAIGE8YtfBE&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfOYv3NL7sh-gElZ3cAgcM6veLCW7FVC2zXxwcRUkE9gww&oe=684B6B60",,,"Hi devs can i do this to zayne too please","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=781172364171395",,"2024-07-10T06:08:44.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3Xzc4MTE3MjM2NDE3MTM5NQ==","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfNzgxMTcyMzY0MTcxMzk1","https://www.facebook.com/watch/?v=769659465379648","30",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","pfbid0335pBcWjp2L1SjEnmLxFHxBXhbvQTHbsn2mC23TQcu3e5uoXt3Ha4HTuKbvjk2Ao5l","Cici Gore","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/505362629_10224444270208871_6081870477598748508_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=103&ccb=1-7&_nc_sid=e99d92&_nc_ohc=NCDtiCTUuEUQ7kNvwH3_EMY&_nc_oc=AdnWzsdheZ7Bv1RMO-herzzbQaxMkRyZ-F4D5gC1VJ33jyHGQhdgdTnDU_s9kg1YCAA&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfOQ-yMJwZPQjFV3AI91nXkvBZpTTA4uCjI47JOTD2lTpA&oe=684B7E54",,,"English version sounds best for him","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=840921147490862",,"2024-07-10T05:42:46.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3Xzg0MDkyMTE0NzQ5MDg2Mg==","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfODQwOTIxMTQ3NDkwODYy","https://www.facebook.com/watch/?v=769659465379648","77",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","pfbid0yxXX4YRCCj3LG4qBLsoZLp6bmnDhSDzi7JFYMR1m6zrKpeiLZ1HYNs5Dkhtf68znl","Jodi Huff","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/480216527_2630756427117977_3771949094081967701_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=vQ8R7a2xwAoQ7kNvwF06yx2&_nc_oc=AdmG-qtH8xl7zzTPkXSMDvn3784SmT0WBwSCSst8QA4eEqVlrfeWnhW_x1YnrLTWHp4&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfPxHvLsa1SbTP9e38fNZRhMMUuHDOK8srZuOVgqCj9wmw&oe=684B7FBC","https://www.facebook.com/jodi.huff.0929",,"🤤 his breaths 🫠🫠","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/769659465379648/?comment_id=349434781359025",,"2024-07-10T04:09:31.000Z","439786345699467","https://www.facebook.com/watch/?v=769659465379648","ZmVlZGJhY2s6NDM5Nzg2MzQ1Njk5NDY3XzM0OTQzNDc4MTM1OTAyNQ==","Y29tbWVudDo0Mzk3ODYzNDU2OTk0NjdfMzQ5NDM0NzgxMzU5MDI1","https://www.facebook.com/watch/?v=769659465379648","6",,,,,,,,,,,"Love and Deepspace | No Defense Zone · Showcase
""Provoking me is not a wise choice.""

■ Download Now: https://loveanddeepspace.onelink.me/AJaA/9vtegoh2
■...","pfbid02V3w2mxpxScXQrBL81YfJByAi1F5TNrk45DyBxwdB98v7GTw2yhaPDtDforr1HD7Jl","Erica Renee Cecil","https://scontent.fpnq4-1.fna.fbcdn.net/v/t39.30808-1/473675689_9569836083060895_1594195664893855986_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=1GXKU9HKw0MQ7kNvwFVl-8_&_nc_oc=Adn4YvDTODDMPdwbR0eLFjQChvok_at0hIkVokVHPdnZrwfjbv9lUdN1W3uKYUR2liU&_nc_zt=24&_nc_ht=scontent.fpnq4-1.fna&_nc_gid=pizutxCT9bia04-WqoZgew&oh=00_AfMqeLb-lOTbMPNbQuYHSdp76zf_dWaD8LHlpVfHMyxn6w&oe=684B69A3",,,"IM SO 💦💦💦 MY INNER FDOM IS ON CLOUD NINEEEE","0"
