"attachments/0/__module_component_CometUFICommentAnimatedImageAttachment_attachment/__dr","attachments/0/__module_operation_CometUFICommentAnimatedImageAttachment_attachment/__dr","attachments/0/__typename","attachments/0/animated_image/height","attachments/0/animated_image/uri","attachments/0/animated_image/width","attachments/0/animated_image_attribution","attachments/0/animated_image_caption","attachments/0/audio_availability","attachments/0/audio_settings","attachments/0/audio_user_preferred_language","attachments/0/autoplay_gating_result","attachments/0/blurred_image/uri","attachments/0/broadcast_id","attachments/0/broadcast_low_latency_config","attachments/0/broadcast_status","attachments/0/broadcaster_origin","attachments/0/browser_native_hd_url","attachments/0/browser_native_sd_url","attachments/0/can_autoplay","attachments/0/can_use_oz","attachments/0/captions_settings","attachments/0/captions_url","attachments/0/cix_screen","attachments/0/comet_video_player_context_sensitive_config","attachments/0/comet_video_player_nextgendash_availability","attachments/0/comet_video_player_static_config","attachments/0/dash_manifest_url","attachments/0/drm_info","attachments/0/fallbackImage/height","attachments/0/fallbackImage/uri","attachments/0/fallbackImage/width","attachments/0/fbls_tier","attachments/0/height","attachments/0/id","attachments/0/image/height","attachments/0/image/uri","attachments/0/image/width","attachments/0/is_gaming_video","attachments/0/is_latency_menu_enabled","attachments/0/is_latency_sensitive_broadcast","attachments/0/is_live_streaming","attachments/0/is_live_trace_enabled","attachments/0/is_looping","attachments/0/is_ncsr","attachments/0/is_podcast_video","attachments/0/is_spherical","attachments/0/is_spherical_enabled","attachments/0/is_video_broadcast","attachments/0/latency_sensitive_config","attachments/0/live_playback_instrumentation_configs","attachments/0/loop_count","attachments/0/massive_image/height","attachments/0/massive_image/width","attachments/0/min_quality_preference","attachments/0/ocrText","attachments/0/p2p_settings","attachments/0/permalink_url","attachments/0/playlist","attachments/0/pmv_metadata","attachments/0/preferred_thumbnail","attachments/0/spherical_video_fallback_urls","attachments/0/spherical_video_renderer","attachments/0/sticker_image/__typename","attachments/0/sticker_image/uri","attachments/0/unsupported_browser_message","attachments/0/video_imf_data","attachments/0/video_player_shaka_performance_logger_init/__module_component_useVideoPlayerShakaPerformanceLoggerRelayImpl_video/__dr","attachments/0/video_player_shaka_performance_logger_init/__module_operation_useVideoPlayerShakaPerformanceLoggerRelayImpl_video/__dr","attachments/0/video_player_shaka_performance_logger_init/__typename","attachments/0/video_player_shaka_performance_logger_init2/__module_component_useVideoPlayerShakaPerformanceLoggerBuilder_video/__dr","attachments/0/video_player_shaka_performance_logger_init2/__module_operation_useVideoPlayerShakaPerformanceLoggerBuilder_video/__dr","attachments/0/video_player_shaka_performance_logger_init2/__typename","attachments/0/video_player_shaka_performance_logger_init2/per_session_sampling_rate","attachments/0/video_player_shaka_performance_logger_should_sample","attachments/0/video_status_type","attachments/0/viewer_autoplay_setting","attachments/0/width","commentUrl","commentsCount","date","facebookId","facebookUrl","feedbackId","id","inputUrl","likesCount","parentComment/author/__typename","parentComment/author/id","parentComment/author/name","parentComment/author/short_name","parentComment/id","parentReply/author/__typename","parentReply/author/gender","parentReply/author/id","parentReply/author/name","parentReply/id","postTitle","profileId","profileName","profilePicture","profileUrl","replyToCommentId","text","threadingDepth"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=616564251056471",,"2024-12-28T04:11:07.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzYxNjU2NDI1MTA1NjQ3MQ==","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfNjE2NTY0MjUxMDU2NDcx","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","66",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid024Gj94rWs6bURCgEfGXW1j92G2T5ShrSCJNyL2im8pBJwxuWJd2JuCkC5FHLfFUPVl","ルナ セレーネ","https://scontent.fjed4-3.fna.fbcdn.net/v/t39.30808-1/487971647_2922829461229183_585287718153247472_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=104&ccb=1-7&_nc_sid=e99d92&_nc_ohc=48gsc7_W68oQ7kNvwFwZbAP&_nc_oc=Adm_nB4T47fh5PqSyL5qiRcO3Y-R74bEvZHJqVtodJKUAv9OBBpSoOzj37zf3g-nwbA&_nc_zt=24&_nc_ht=scontent.fjed4-3.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfNHtN6szMF9MFAIuO-g-J3IQn5p8B6XHZMchbtWI_OmCg&oe=684B7488","https://www.facebook.com/rinreimei0",,"Zayne, ilysm 🥺 ever since this game was released. So excited for you to cu- come this dec 31 🥰","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=574525435215030",,"2024-12-28T05:50:06.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzU3NDUyNTQzNTIxNTAzMA==","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfNTc0NTI1NDM1MjE1MDMw","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","57",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid0pQBAWZk5xagEirTx6v1xPCvwhTtPeWWqBxuAEad97VpkKv3bt5X7QV7YawWhLR67l","Ashley Dowell","https://scontent.fjed4-3.fna.fbcdn.net/v/t39.30808-1/504374328_10228566071840002_7966199605642423065_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=104&ccb=1-7&_nc_sid=e99d92&_nc_ohc=8hEgLaNEmLwQ7kNvwFjJ-Az&_nc_oc=AdkF7Y2HyXGvwd8kCKIsPYlXg9t1Ajvx-Rq7g2jpmQI4oerxNwGvH7c7mYUAz8__0n0&_nc_zt=24&_nc_ht=scontent.fjed4-3.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfPp-43O1-p3xh6ikB2wwFTRLf67hAH49NVAp8jREyNlgg&oe=684B7A92",,,"not a waiter but i'd take his tip","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=983229403836838","1","2024-12-28T04:13:46.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzk4MzIyOTQwMzgzNjgzOA==","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfOTgzMjI5NDAzODM2ODM4","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","31",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid0EK34DU2Ekt6Zk8ZesQeHtKpdHuyZVgG9DYzNVyFb3vrQtHAnrsUxDyV34ak6rf7cl","Gela Bolitres","https://scontent.fjed4-6.fna.fbcdn.net/v/t39.30808-1/495602249_24138275419165173_6755531913145122792_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=102&ccb=1-7&_nc_sid=e99d92&_nc_ohc=qicn0-3CaJoQ7kNvwFQHp74&_nc_oc=AdnYr-6WIc2ZQE6FsgyaOKJ3XlJRl3R82oAY5aM6bEKWO3e4bAE13K1E1FclyvOgAa4&_nc_zt=24&_nc_ht=scontent.fjed4-6.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfNFuAXJiMTIuG9AssO2s9SKUEFCh_KdlvDsRnJR_hFRPA&oe=684B4F66",,,"THE DOCTOR IS IN(side me) WHAHAHAHAHAHAHA","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=920713196452060",,"2024-12-28T13:26:56.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzkyMDcxMzE5NjQ1MjA2MA==","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfOTIwNzEzMTk2NDUyMDYw","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","22",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid02xpTGzhuP78dM7YYb8CA8tnGq25A34GBCpsm95GNRX6S2Hx3PE9T9mBoBtCfqRtzKl","Anouk Black","https://scontent.fjed4-5.fna.fbcdn.net/v/t39.30808-1/322331284_2961533830819663_7817364608638576910_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=103&ccb=1-7&_nc_sid=e99d92&_nc_ohc=yGIgINKmGqwQ7kNvwEay_9_&_nc_oc=Adk2U99A_aLk2IB_WyNFMOssxFbFrLmMMbIBLNSQ4bEN20Mc1iTaBbBkReIReB-E_jY&_nc_zt=24&_nc_ht=scontent.fjed4-5.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfPCRwaBlPe7YbVHbBtItWfHDBJmJZjyLvb4lqTpd4h_Fw&oe=684B7E00",,,"Astra at the corner of the room: ....am I a joke to you? 🤡","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=1178131730397534",,"2025-01-15T18:49:54.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzExNzgxMzE3MzAzOTc1MzQ=","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfMTE3ODEzMTczMDM5NzUzNA==","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","5",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid0t3ppPLRK8yvsw4pxTKx7iQwWeMLhZLeARgq2n1gJovW8DXWDouKFEqSX1HmNjosWl","Crystall Hoyt","https://scontent.fjed4-3.fna.fbcdn.net/v/t39.30808-1/445192506_7522153481173401_4645495111669456036_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=105&ccb=1-7&_nc_sid=e99d92&_nc_ohc=E0YgCBrqdJgQ7kNvwEACxHg&_nc_oc=AdkitffgX61TurHaZaqNVfbSuWqkAoR_pz21e6BTxqb830udEtXzBM2l2sZxJ1vtt0Y&_nc_zt=24&_nc_ht=scontent.fjed4-3.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfN2yNFO-oH0C7J_GHLxBSK7ndhlVDQaC0AM5hWwG0kVGw&oe=684B6812",,,"It was nice seeing our perfectly controlled Zayne loose control for once. The full scene is delicious","0"
"CometUFICommentAnimatedImageAttachmentVideoRenderer.react","CometUFICommentAnimatedImageAttachmentVideoRenderer_media$normalization.graphql","Video","498","https://external.fjed4-6.fna.fbcdn.net/emg1/v/t13/4443278602693168642?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FYvMz9Ib09YwAAAAC%2Fmia-goth-mia-goth-scream.gif%3Ft%3DAAYqTRk1vLwB_0IISyKheA%26c%3DVjFfZmFjZWJvb2s&fb_obo=1&utld=tenor.co&stp=dst-gif_fr_q75&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&_nc_oc=Adk_wKno1W7xohXthk8fKUIIqkNGWryTyciBRUIgEKGC8aC0pn6lJIiT_bDzhobUoIk&ccb=13-1&oh=06_Q3-zAUIOyIVSN4RHHBAl4H21_p5ZqeEmuXL_MpEUOtimbE1V&oe=68476251&_nc_sid=4782a8","498","Tenor","GIF","UNKNOWN",,"en","gif_allowed",,,,,,"https://video.fjed4-5.fna.fbcdn.net/v/t42.4659-2/471457508_8423978201041951_2710565075154863162_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=a3d3d5&_nc_ohc=DI5c2kzN8MMQ7kNvwHvGA6g&_nc_oc=AdlPX6fkb-3mebPWrHl3k4GztbF0zjDhgyKk9BIM5WRSmsNIUfVymx-BnTzZfDLC_U8&_nc_zt=28&_nc_ht=video.fjed4-5.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfMAe0rv6tgawUGAm14rtvJMjpCxzyykHSNSU30iZHpYSQ&oe=6845B8A9","https://video.fjed4-5.fna.fbcdn.net/v/t42.4659-2/471457508_8423978201041951_2710565075154863162_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=a3d3d5&_nc_ohc=DI5c2kzN8MMQ7kNvwHvGA6g&_nc_oc=AdlPX6fkb-3mebPWrHl3k4GztbF0zjDhgyKk9BIM5WRSmsNIUfVymx-BnTzZfDLC_U8&_nc_zt=28&_nc_ht=video.fjed4-5.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfMAe0rv6tgawUGAm14rtvJMjpCxzyykHSNSU30iZHpYSQ&oe=6845B8A9","true","false",,,,"{}","UNAVAILABLE_TEMPORARY_FOR_THIS_KIND_OF_VIDEO_1","{}",,"{""video_license_uri_map"":{},""graph_api_video_license_uri"":null,""fairplay_cert"":null,""widevine_cert"":""CsECCAMSEBcFuRfMEgSGiwYzOi93KowYgrSCkgUijgIwggEKAoIBAQCZ7Vs7Mn2rXiTvw7YqlbWYUgrVvMs3UD4GRbgU2Ha430BRBEGtjOOtsRu4jE5yWl5KngeVKR1YWEAjp+GvDjipEnk5MAhhC28VjIeMfiG\/+\/7qd+EBnh5XgeikX0YmPRTmDoBYqGB63OBPrIRXsTeo1nzN6zNwXZg6IftO7L1KEMpHSQykfqpdQ4IY3brxyt4zkvE9b\/tkQv0x4b9AsMYE0cS6TJUgpL+X7r1gkpr87vVbuvVk4tDnbNfFXHOggrmWEguDWe3OJHBwgmgNb2fG2CxKxfMTRJCnTuw3r0svAQxZ6ChD4lgvC2ufXbD8Xm7fZPvTCLRxG88SUAGcn1oJAgMBAAE6FGxpY2Vuc2Uud2lkZXZpbmUuY29tEoADrjRzFLWoNSl\/JxOI+3u4y1J30kmCPN3R2jC5MzlRHrPMveoEuUS5J8EhNG79verJ1BORfm7BdqEEOEYKUDvBlSubpOTOD8S\/wgqYCKqvS\/zRnB3PzfV0zKwo0bQQQWz53ogEMBy9szTK\/NDUCXhCOmQuVGE98K\/PlspKkknYVeQrOnA+8XZ\/apvTbWv4K+drvwy6T95Z0qvMdv62Qke4XEMfvKUiZrYZ\/DaXlUP8qcu9u\/r6DhpV51Wjx7zmVflkb1gquc9wqgi5efhn9joLK3\/bNixbxOzVVdhbyqnFk8ODyFfUnaq3fkC3hR3f0kmYgI41sljnXXjqwMoW9wRzBMINk+3k6P8cbxfmJD4\/Paj8FwmHDsRfuoI6Jj8M76H3CTsZCZKDJjM3BQQ6Kb2m+bQ0LMjfVDyxoRgvfF\/\/M\/EEkPrKWyU2C3YBXpxaBquO4C8A0ujVmGEEqsxN1HX9lu6c5OMm8huDxwWFd7OHMs3avGpr7RP7DUnTikXrh6X0""}","498","https://external.fjed4-6.fna.fbcdn.net/emg1/v/t13/4443278602693168642?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FYvMz9Ib09YwAAAAC%2Fmia-goth-mia-goth-scream.gif%3Ft%3DAAYqTRk1vLwB_0IISyKheA%26c%3DVjFfZmFjZWJvb2s&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s960x960_tt6&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&_nc_oc=Adk_wKno1W7xohXthk8fKUIIqkNGWryTyciBRUIgEKGC8aC0pn6lJIiT_bDzhobUoIk&ccb=13-1&oh=06_Q3-zAeS1aL_362msAyPUnBhuixQlLBO0GWAqRynaVG8vxyFj&oe=68476251&_nc_sid=867500","498",,"498","8423978197708618","396","https://external.fjed4-6.fna.fbcdn.net/emg1/v/t13/4443278602693168642?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FYvMz9Ib09YwAAAAC%2Fmia-goth-mia-goth-scream.gif%3Ft%3DAAYqTRk1vLwB_0IISyKheA%26c%3DVjFfZmFjZWJvb2s&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s396x396_tt6&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&_nc_oc=Adk_wKno1W7xohXthk8fKUIIqkNGWryTyciBRUIgEKGC8aC0pn6lJIiT_bDzhobUoIk&ccb=13-1&oh=06_Q3-zAU14oC9EzB3TjDvs6LAPAEbDrXL3EEuCbq3ZCjLSUPBc&oe=68476251&_nc_sid=867500","396","false","false","false","false","false","true","false","false","false",,"false",,,"-1",,,,,,"https://www.facebook.com/permalink.php?story_fbid=8423977894375315",,,,,,"Image","https://external.fjed4-6.fna.fbcdn.net/emg1/v/t13/4443278602693168642?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FYvMz9Ib09YwAAAAC%2Fmia-goth-mia-goth-scream.gif%3Ft%3DAAYqTRk1vLwB_0IISyKheA%26c%3DVjFfZmFjZWJvb2s&fb_obo=1&utld=tenor.co&stp=dst-gif_fr_q75&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&_nc_oc=Adk_wKno1W7xohXthk8fKUIIqkNGWryTyciBRUIgEKGC8aC0pn6lJIiT_bDzhobUoIk&ccb=13-1&oh=06_Q3-zAUIOyIVSN4RHHBAl4H21_p5ZqeEmuXL_MpEUOtimbE1V&oe=68476251&_nc_sid=4782a8",,,"VideoPlayerShakaPerformanceLogger","useVideoPlayerShakaPerformanceLoggerRelayImpl_init$normalization.graphql","VideoPlayerShakaPerformanceLoggerInit","VideoPlayerShakaPerformanceLoggerBuilder","useVideoPlayerShakaPerformanceLoggerBuilder_init$normalization.graphql","VideoPlayerShakaPerformanceLoggerInit",,,,"default_autoplay","498","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=1944284559727571",,"2024-12-28T04:35:03.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzE5NDQyODQ1NTk3Mjc1NzE=","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfMTk0NDI4NDU1OTcyNzU3MQ==","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","1",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid02EAxGRFGkdA8kQQMn4X69P2XPKBM7Zv64uM3bDUJRimCCwxkKggJWm78NmTpCZxiql","Vero Santos","https://scontent.fjed4-6.fna.fbcdn.net/v/t39.30808-1/504724415_10161184075951441_6605687661955339218_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=HQBl8rVHGWkQ7kNvwFO_4Rs&_nc_oc=Adlh8-bqTZzPd8xxffAc1zRPP3PI6m8E4c6nJLA8fNTA9durdBtIC0izTYdRKmg_298&_nc_zt=24&_nc_ht=scontent.fjed4-6.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfPHRURMxjh-rKXfwlIe5e2VprT7TyGaiR0ZZGF9JyHzKw&oe=684B7A96",,,"I REALLY NEED THIS MAN","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=1869953757165877",,"2024-12-28T04:08:39.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzE4Njk5NTM3NTcxNjU4Nzc=","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfMTg2OTk1Mzc1NzE2NTg3Nw==","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","5",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid02MnANx2QFErH9cG1JCTmk6jP3sHZksEx9UqLfQpMoJQ79sBi1WhjCSnUAkxY42Kjgl","Samantha Tapia Acosta","https://scontent.fjed4-5.fna.fbcdn.net/v/t39.30808-1/495206017_10238885263609823_3829481167052055118_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=100&ccb=1-7&_nc_sid=e99d92&_nc_ohc=nFhx3WFi_54Q7kNvwEqJ1q0&_nc_oc=AdlBeGgS4Cq99BI1pieHQMRlhqh-TaRlAL7y3m8WfxDmR_6Ln0Bujnw2kNE_TcRdD_c&_nc_zt=24&_nc_ht=scontent.fjed4-5.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfNpTguann-PLszhWZnOqIZnu3PQ8O1noxdEs50UTpxLtQ&oe=684B5DC9","https://www.facebook.com/samanthaluka.limegurine",,"So NEEDY and desperate... My GOD","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=8647115335400499",,"2024-12-29T03:52:25.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzg2NDcxMTUzMzU0MDA0OTk=","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfODY0NzExNTMzNTQwMDQ5OQ==","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","0",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid0NMh4NheKX4siGRJAcFEyQ2uxwECbWvNGoksr4sWvJ7frWnLT98SbYmXWGq3ZVfFVl","ダニ エル","https://scontent.fjed4-1.fna.fbcdn.net/v/t39.30808-1/490347651_963533109327262_2187859544197069079_n.jpg?stp=c0.0.736.736a_cp0_dst-jpg_s32x32_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_ohc=OMRT7WpUeZkQ7kNvwHnERxr&_nc_oc=AdlRRrgM03ha_2b8kehhMmH7Sb80v6gy0RdvLdguPtzcmV7hM7L-rPwZYDbP21cU1jI&_nc_zt=24&_nc_ht=scontent.fjed4-1.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfPEuPbzTCjBK_F0j-pSPeiWU6DR9G995ehQfFeJnDjakA&oe=684B75CC",,,"Zayne we have all new year so go on, don't be gentle🫦😩✋🏼","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=939505824808471",,"2024-12-29T22:50:17.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzkzOTUwNTgyNDgwODQ3MQ==","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfOTM5NTA1ODI0ODA4NDcx","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","0",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","100003869073018","Dede Lion","https://scontent.fjed4-6.fna.fbcdn.net/v/t39.30808-1/399262666_2726311814174428_2487552531330957830_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=yiDPqMsBXtYQ7kNvwH6nxW2&_nc_oc=AdlbCyhkGOnjb3rE82Ab2HKuURWWdr-5Vv3MaCjsWEFuwLid30KAP9dVUfOQwwd9BDg&_nc_zt=24&_nc_ht=scontent.fjed4-6.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfMUYlSIascE8U62V-uyGiHDFWeKU41vqim1m4yis1KVSg&oe=684B76D0","https://www.facebook.com/dee.destny",,"He is so drunk for real. His eyes really burn me and his sweat body so sexy. Arghhh!!","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/?comment_id=591978469906737",,"2024-12-30T17:32:49.000Z","561902170154550","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","ZmVlZGJhY2s6NTYxOTAyMTcwMTU0NTUwXzU5MTk3ODQ2OTkwNjczNw==","Y29tbWVudDo1NjE5MDIxNzAxNTQ1NTBfNTkxOTc4NDY5OTA2NzM3","https://www.facebook.com/LoveandDeepspaceEN/videos/1316613402692210/","1",,,,,,,,,,,"Love and Deepspace | Absolute Zeal · Showcase

""I'll admit there's something undeniably addictive about stepping out of line.""

■ Download Now:...","pfbid02Ni7U49EurKDX6pG5N8NMujMpEW9JRhR1vx1Uu8hYd9uP5FXTJyHbWa8TGGtRpH3sl","Ashley Smith","https://scontent.fjed4-5.fna.fbcdn.net/v/t39.30808-1/473443404_10221403705600684_8622302632134460272_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=103&ccb=1-7&_nc_sid=e99d92&_nc_ohc=ibPjYIfVKq0Q7kNvwHIpI6Q&_nc_oc=AdnGSski9eOwTUUw3W1yqawC0Awqd8QH2wFd-RZEqRdKiDj9kHgLlG-S960JViCBaXY&_nc_zt=24&_nc_ht=scontent.fjed4-5.fna&_nc_gid=8vhue9uanx-bFAHS3z8EYQ&oh=00_AfMtIlJh9UY2zsZp264960aOMipHb0kp7sxkkgev1ge48Q&oe=684B64DB",,,"Welp, now we now why Zayne doesn't drink... Man gets full-blown FERAL 😦🥵","0"
