"attachments/0/__module_component_CometUFICommentAnimatedImageAttachment_attachment/__dr","attachments/0/__module_operation_CometUFICommentAnimatedImageAttachment_attachment/__dr","attachments/0/__typename","attachments/0/animated_image/height","attachments/0/animated_image/uri","attachments/0/animated_image/width","attachments/0/animated_image_attribution","attachments/0/animated_image_caption","attachments/0/audio_availability","attachments/0/audio_settings","attachments/0/audio_user_preferred_language","attachments/0/autoplay_gating_result","attachments/0/blurred_image/uri","attachments/0/broadcast_id","attachments/0/broadcast_low_latency_config","attachments/0/broadcast_status","attachments/0/broadcaster_origin","attachments/0/browser_native_hd_url","attachments/0/browser_native_sd_url","attachments/0/can_autoplay","attachments/0/can_use_oz","attachments/0/captions_settings","attachments/0/captions_url","attachments/0/cix_screen","attachments/0/comet_video_player_context_sensitive_config","attachments/0/comet_video_player_nextgendash_availability","attachments/0/comet_video_player_static_config","attachments/0/dash_manifest_url","attachments/0/drm_info","attachments/0/fallbackImage/height","attachments/0/fallbackImage/uri","attachments/0/fallbackImage/width","attachments/0/fbls_tier","attachments/0/height","attachments/0/id","attachments/0/image/height","attachments/0/image/uri","attachments/0/image/width","attachments/0/is_gaming_video","attachments/0/is_latency_menu_enabled","attachments/0/is_latency_sensitive_broadcast","attachments/0/is_live_streaming","attachments/0/is_live_trace_enabled","attachments/0/is_looping","attachments/0/is_ncsr","attachments/0/is_podcast_video","attachments/0/is_spherical","attachments/0/is_spherical_enabled","attachments/0/is_video_broadcast","attachments/0/latency_sensitive_config","attachments/0/live_playback_instrumentation_configs","attachments/0/loop_count","attachments/0/massive_image/height","attachments/0/massive_image/width","attachments/0/min_quality_preference","attachments/0/ocrText","attachments/0/p2p_settings","attachments/0/permalink_url","attachments/0/playlist","attachments/0/pmv_metadata","attachments/0/preferred_thumbnail","attachments/0/spherical_video_fallback_urls","attachments/0/spherical_video_renderer","attachments/0/sticker_image/__typename","attachments/0/sticker_image/uri","attachments/0/unsupported_browser_message","attachments/0/video_imf_data","attachments/0/video_player_shaka_performance_logger_init/__module_component_useVideoPlayerShakaPerformanceLoggerRelayImpl_video/__dr","attachments/0/video_player_shaka_performance_logger_init/__module_operation_useVideoPlayerShakaPerformanceLoggerRelayImpl_video/__dr","attachments/0/video_player_shaka_performance_logger_init/__typename","attachments/0/video_player_shaka_performance_logger_init2/__module_component_useVideoPlayerShakaPerformanceLoggerBuilder_video/__dr","attachments/0/video_player_shaka_performance_logger_init2/__module_operation_useVideoPlayerShakaPerformanceLoggerBuilder_video/__dr","attachments/0/video_player_shaka_performance_logger_init2/__typename","attachments/0/video_player_shaka_performance_logger_init2/per_session_sampling_rate","attachments/0/video_player_shaka_performance_logger_should_sample","attachments/0/video_status_type","attachments/0/viewer_autoplay_setting","attachments/0/width","commentUrl","commentsCount","date","facebookId","facebookUrl","feedbackId","id","inputUrl","likesCount","pageAdLibrary/id","pageAdLibrary/is_business_page_active","parentComment/author/__typename","parentComment/author/id","parentComment/author/name","parentComment/author/short_name","parentComment/id","parentReply/author/__typename","parentReply/author/gender","parentReply/author/id","parentReply/author/name","parentReply/id","postTitle","profileId","profileName","profilePicture","profileUrl","replyToCommentId","text","threadingDepth"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=1254590425906155",,"2024-08-02T04:42:50.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzEyNTQ1OTA0MjU5MDYxNTU=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMTI1NDU5MDQyNTkwNjE1NQ==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","72","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid0ifCELdZFMommU6FKNMjBBtxcdG7Uw6dwUd54mdH7AR28a7byqvZXfTuufUhiGDsnl","Hnin Sandar Oo","https://scontent.fbfh8-1.fna.fbcdn.net/v/t39.30808-1/494036470_1934097780666562_6173347737380211138_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=100&ccb=1-7&_nc_sid=e99d92&_nc_ohc=nhykgKgHm-sQ7kNvwF0IzIq&_nc_oc=AdnmU_CyBvXxqIbCIiaD8Ve5DTeK-GWqD85LdA96--Mwsj5drkv0qLgWmWl5tBLtl8M&_nc_zt=24&_nc_ht=scontent.fbfh8-1.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfO_-lvkkOjZKeTsL-AUdk_4gHdchQAg6WGWcF3zB90fBg&oe=684B65D3","https://www.facebook.com/ayaa.mouchieex",,"PLS RAFAYEL YOU NEED TO COME HOME EARLY OR I MIGHT HAVE TO SELL MY KIDNEY","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=1157059878930528","4","2024-08-02T04:17:36.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzExNTcwNTk4Nzg5MzA1Mjg=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMTE1NzA1OTg3ODkzMDUyOA==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","95","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid0w7jEQiXHHzaU7ya4Cbdbk7WEH3twqsjUbLHnuAazMDXV8BBCg24TpwJvPBVHq6T2l","James Carlo Asperilla","https://scontent.fbfh8-1.fna.fbcdn.net/v/t39.30808-1/486568660_2925635840948512_4887593638246704548_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=105&ccb=1-7&_nc_sid=e99d92&_nc_ohc=DxMG2xqq6coQ7kNvwGnWedd&_nc_oc=AdnNQQSOcLEA2FCCndYJ4_Hg5wtoNQGM2rNdaPBQ3qB9nHpCRn2zKPg7UH6GM05w114&_nc_zt=24&_nc_ht=scontent.fbfh8-1.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfPkYNBWUsQaL8SnIj9TgiM1o7wArjMTpVS60E4OwqUOAQ&oe=684B53E6",,,"I have 1k dias and a dream :)","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=1253817082463764","6","2024-08-02T04:04:41.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzEyNTM4MTcwODI0NjM3NjQ=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMTI1MzgxNzA4MjQ2Mzc2NA==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","37","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid028EChoNrMFUAMTFZPNBNZ5ZvN6VmwZ9eosmYg9V2M6krkzG4jAo43xeTB23s89LMl","Rachel Cook","https://scontent.fbfh8-1.fna.fbcdn.net/v/t39.30808-1/503243347_1894055898102303_6249161659448925963_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=110&ccb=1-7&_nc_sid=e99d92&_nc_ohc=nCXPuB0D1-gQ7kNvwFq3vbv&_nc_oc=AdlHsemeziSgFvuhxclA5K7U1uLrojR7xFEm1cAYM6ggGagLaFnJDiROdiQuDKkWtGk&_nc_zt=24&_nc_ht=scontent.fbfh8-1.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfP9OuoOVVFOCnL8HExeAUAmgDpafLkp5OBMPl2kHFWHoA&oe=684B6938","https://www.facebook.com/rachel.cook.138705",,"I am not ready for the first quadruple banner, it’s gonna be so hard to get the cards 😭. And look how steamy it is!! They’re gonna be so good 😫","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=1558561348070479",,"2024-08-02T04:28:24.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzE1NTg1NjEzNDgwNzA0Nzk=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMTU1ODU2MTM0ODA3MDQ3OQ==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","14","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid063Vfkncx8E28KsD7SKmmv51f6ec9iiCrwfH8rNkz4WezQ3H8gZ13j3DXSPyfWY54l","Zen Sylus","https://scontent.fbfh8-2.fna.fbcdn.net/v/t39.30808-1/464146371_122127132524381531_4057645329458807712_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=hEe0OSZOEMgQ7kNvwE_kZVG&_nc_oc=Adl5J2x4aNufiH79AI93-roD1yIzbU-pRRp91cutWmOdugBQQauVO_HWaoA5SPHz_Fw&_nc_zt=24&_nc_ht=scontent.fbfh8-2.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfNGO8iuVqEvOx49dBWm-7xB2znSOUqVr6CPXTqSF_Y1ng&oe=684B6120","https://www.facebook.com/people/Zen-Sylus/pfbid063Vfkncx8E28KsD7SKmmv51f6ec9iiCrwfH8rNkz4WezQ3H8gZ13j3DXSPyfWY54l/",,"I am ready for Sylus only🤣🤣","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=7722950837831914",,"2024-08-02T04:32:49.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1Xzc3MjI5NTA4Mzc4MzE5MTQ=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfNzcyMjk1MDgzNzgzMTkxNA==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","53","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid0ukfHFz6T9nsdTBMkLQLDFKfq9CATVFUaxDiT8aNq4ohZZLEdqfJoLiNziGTLiEGfl","Gracie Iı","https://scontent.fbfh8-2.fna.fbcdn.net/v/t39.30808-1/504357695_592936560498222_3462663992467294134_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=102&ccb=1-7&_nc_sid=e99d92&_nc_ohc=oYfidNZf4H4Q7kNvwHi5s23&_nc_oc=AdkN8o43_8QH59vJrVtCEKAS9z0yJC1sd31WOL6zxWnDsYWsG9_OK7Z3BZbNiWaqVqI&_nc_zt=24&_nc_ht=scontent.fbfh8-2.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfO7BKsNGe5JMIqpaJBcINi0vpbWXW1du32wyya1SVF84A&oe=684B5988",,,"WATCH ME PULL THAT CARD FOR MY RAFAYEL. I DON'T CARE IF I EVER ENDED HOMELESS AND BROKE! I WILL SELL MY PARENTS' HOUUUSSSEEEEEEE","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=1426578264721430",,"2024-08-02T04:23:02.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzE0MjY1NzgyNjQ3MjE0MzA=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMTQyNjU3ODI2NDcyMTQzMA==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","2","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid0rRFSK4Tb1XUZTFwf9k7ViRTiauMx8uxBbDVi1FrhgiaXwLmGoTbhhs7vpJkvquNbl","Jessica Villafuerte","https://scontent.fbfh8-1.fna.fbcdn.net/v/t39.30808-1/420648283_1630611227690385_5398926592154801595_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=1e2YudYEFHgQ7kNvwGFbKvJ&_nc_oc=AdkCobgHjaBTWGpdlUJvoPpAAjPqFOdxxu2O9tPqrYxfxEarFlexD5DC9exlfQ0awiI&_nc_zt=24&_nc_ht=scontent.fbfh8-1.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfPOUKixT7EPi4o_r2Hkv3jhiWBy6sb2RehNXZHmNzOY-g&oe=684B7D54","https://www.facebook.com/jessica.villafuerte.756",,"Can’t wait to see this trailer my poor gems and wallet 😭😭","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=1011377023552640","1","2024-08-02T05:19:48.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzEwMTEzNzcwMjM1NTI2NDA=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMTAxMTM3NzAyMzU1MjY0MA==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","2","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","100007015841950","Acron Akuron","https://scontent.fbfh8-2.fna.fbcdn.net/v/t39.30808-1/417116869_3691863974390761_9196853328221527964_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=SUl13VBejzIQ7kNvwEtNJ8O&_nc_oc=AdkCycbYc2qDwKaPGWvWVnGor5bTjowbapDg0IWqeLY9LfdPutCi0dYndANXv7oZTLA&_nc_zt=24&_nc_ht=scontent.fbfh8-2.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfNx-hzTvAEVP28J7QOwB49CAswVIB2yEOAexYidhI24wg&oe=684B5701","https://www.facebook.com/akuron.acron",,"Ready to collect them all, as usual~ ❤","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=359253650613345",,"2024-08-02T05:50:27.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzM1OTI1MzY1MDYxMzM0NQ==","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMzU5MjUzNjUwNjEzMzQ1","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","1","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid031cXBeEHpy84dzMvrk2XGkQ9xwBkvzmCbsoNE6MWn7DY6JrnJSDHodPBUPfi3ngmKl","Stacey Laureen Abellano","https://scontent.fbfh8-1.fna.fbcdn.net/v/t39.30808-1/480443541_561855953542348_1270553601655793798_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=ohBo0Gq6CB4Q7kNvwGiYv0a&_nc_oc=Adlc8gSgoCRwAQvqVT_pbLgoASC8MRx0nY-aXm6LuojodAm26T32uBsjYlJBCr8k2tw&_nc_zt=24&_nc_ht=scontent.fbfh8-1.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfMMxjtvPGYPcJCI6WhzMFdUh2i5LA_rTtXFIU-j1TpR4w&oe=684B8A21","https://www.facebook.com/Cey.luvx",,"Ongg good thing I saved up 😭😭😭","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=3723673037880545",,"2024-08-02T04:10:52.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzM3MjM2NzMwMzc4ODA1NDU=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMzcyMzY3MzAzNzg4MDU0NQ==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","8","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid02f5NDPjPyEu7veZAvH621MLQicwFk59qvV7f8yXTK1KLv6uVHL7DAebTPmcZ4weXDl","Alecs Jasmine Barangan","https://scontent.fbfh8-1.fna.fbcdn.net/v/t39.30808-1/501055230_10228930529271568_4341416564869749259_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=6Kq-qMU51PsQ7kNvwHi0z0w&_nc_oc=AdmNAfhxbdi2siPUs2yI-AabZstgCuMCu294RCzqkjHW_sAl4W1yoCmCuizQ3suvNas&_nc_zt=24&_nc_ht=scontent.fbfh8-1.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfPeMR-CA97k0plZJ1peOCnBS4UYjRco3yCfm5AGE9ozzg&oe=684B7DD9",,,"And here I was saving for Zayne's birthday banner...and then devs will surprise us with this😭 my poor wallet...😭😭😭😭😭","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl?comment_id=1027919805110870","1","2024-08-02T04:48:45.000Z","454333130911455","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","ZmVlZGJhY2s6NDU0MzMzMTMwOTExNDU1XzEwMjc5MTk4MDUxMTA4NzA=","Y29tbWVudDo0NTQzMzMxMzA5MTE0NTVfMTAyNzkxOTgwNTExMDg3MA==","https://www.facebook.com/LoveandDeepspaceEN/posts/pfbid02pkvbmrF6vGGvU7mMJpXBNt2XxHjBNxVf3KpqkXZBbv55YEUqizAJnuWwPxjqcviMl","4","107876602221021","true",,,,,,,,,,,"Love and Deepspace | Misty Invasion

🤍Summertime lingers, as water gently drips down—
New limited 5-Star Memory series [Misty Invasion] will be available on Aug. 7.

Official trailer drops tomorrow.
Mist lifts and gazes meet.
 
#LoveandDeepspace","pfbid02AkxQq3aTL2MjPRD6zx8f51zuXRQQmReBd9aEcnxXdScZWfEBkbjZaGEbJ1qFvaxAl","Mars Montes","https://scontent.fbfh8-2.fna.fbcdn.net/v/t39.30808-1/427980136_7150183161726363_7835168854808338171_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=ITduns7jzoEQ7kNvwFwTaTt&_nc_oc=AdlCX_pk1_HGDe8hinIAdXfAw79fFoBs6x1rf1qvaQudxwkNwIYt0GZeLd5AXBsJHi0&_nc_zt=24&_nc_ht=scontent.fbfh8-2.fna&_nc_gid=tvqkYZc6WEdPuq40wn_bYg&oh=00_AfM4ca-gFE4fR7ErjPPbUyn1CIU7mDK0BMedJ-gQ_655jg&oe=684B83D9",,,"After I just spent a decent amount to get all sylus cards 😭","0"
