"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@kaleyyin9736","false","Ugwj7HYEM6YA-Ff6OFh4AaABAg","Hello infold, only 6 mins of animated cut scenes is unacceptable. It is the main story! How can you do this. Do you remember the 1.0 and 2.0 main story? The comparison hello? Is it going to be even shorter in the future? I don’t even know what I can expect from you atp","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","1",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@getosito","false","UgwlHcLjo7QTp-dNRyt4AaABAg","slap in the face for all those sylus haters. he literally IS the most important part of the main story, not some ""add-on"" like those ""og lovers"" claim him to be.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@choconoco","false","UgzWMyI2iQnC6HaeX0p4AaABAg","That gun holding 😳","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@Kenny-i4o","false","UgzZ4xkvslUVl5sI2ph4AaABAg","THANK YOU FOR GIVING US A LONG SERIES THAT SMELLS OF QUALITY IN EVERY EPISODE.  

And I want to add. Zayne's story is so well handled in the main story that most people are left speechless. It is a story with the warmth of love, responsibility and guilt, empathy, sadness, unexpected and funny jokes and many more emotions that I cannot count. I really like the character of Zayne and more than that, I congratulate the people who prepared and thought about it once again.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@aidanmusicradio2743","false","UgwQpzgD5_3hdqojVBh4AaABAg","Make up ""bang"" will be worth it. (If you've read the chapters) 😉😉😉","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago (edited)","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@rafifaCalebxbpink","false","UgzeIRA676oSDKUWIs14AaABAg","Zayne the Trailer: ❤️‍🔥💥🔫👨🏻‍⚕️🫦
Zayne Dawnbreaker: 😭😫💔🔫👨🏻‍⚕️","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","5"
"@arukimc","false","Ugz8CPcESkz9cp7ru4F4AaABAg","As a Caleb girlie, the story was fine... Not my cup of tea since it felt strange seeing mc being affectionate to other LIs... I mean wasn't the main story supposed to be neutral to all of them?","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","2",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@UKIYO_244","false","Ugw1i7btEpiMUeA1GI14AaABAg","https://youtu.be/FJM1r_It2a0","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@mybaejess","false","UgwibbP-xB0R-mhGZFx4AaABAg","Love and Deepspace, I am wondering if you're going to release the timelock key musicbox version either in-game or on youtube or spotify? I love that version of the song a lot!!! I know the orginal version is called love and lightyear. Please let me know ^_^","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@supremeoverlorde2109","false","Ugwj7HYEM6YA-Ff6OFh4AaABAg.AIVYl1hv4XEAJ-wjbYfqWx","What we got was really well-made and action-packed, so I'm not THAT disappointed, but I do think it's a bit of a shame that we've been getting fewer and fewer cutscenes in the main story. Under Deepspace and Long-Awaited Revelry were packed with them. Homecoming Wings is where I really started noticing the comparative lack of cutscene material and I think this was the first main story update that included full chapters without a single cutscene. 

Like I get that the main story isn't directly what's bringing in the big bucks, but it IS a big part of what keeps a lot of players sticking around and I feel like it wouldn't have been too much to ask for at least one animated scene per chapter. Even if the others weren't as action-heavy. Honestly, one of the biggest things for me is that I just want more opportunities to hear MC's voice. She was fantastic in the Sylus scene and then hardly had any dialogue in the Zayne one.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","11 days ago","0","Ugwj7HYEM6YA-Ff6OFh4AaABAg","Love and Deepspace | Death and Rebirth","reply","3Ec3JSK4uEU","1"
"@Its_Zeess","false","Ugz8CPcESkz9cp7ru4F4AaABAg.AIOqpQAsxlwAIU0X6CBfGd","I agree. No hate on this amazing game just personal preference, but I too get uncomfortable when MC gets affectionate with other male lead which u are not fond of. It gets a little uncomfortable, i hope they'd keep main plot neutral as friendship circle with  unintentional flirts? Like tears of themis? And then they can create other affectionate moments in bond stories and stuff","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago (edited)","0","Ugz8CPcESkz9cp7ru4F4AaABAg","Love and Deepspace | Death and Rebirth","reply","3Ec3JSK4uEU","2"
"@Its_Zeess","false","Ugz8CPcESkz9cp7ru4F4AaABAg.AIOqpQAsxlwAIU0ivytAjO","Also I'd love all of them to meet in main story and not have the story centered around just one male lead with mc","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0","Ugz8CPcESkz9cp7ru4F4AaABAg","Love and Deepspace | Death and Rebirth","reply","3Ec3JSK4uEU","2"
"@FreyasSpace","false","Ugx8WlvP6oL5fj6Fwlh4AaABAg","I've opened it, Lads you're amazing, really good at making us blush. the whole time I was reading the story, all I was thinking was, there should be a movie of this, or maybe a series","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago (edited)","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@adityamukherjee3373","false","UgypnJeIudYR6ljQJll4AaABAg","Why is it that it always mc and ONE of the character... Why they don't meet like the characters like zyane and sylus","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@xiafei-lc","false","UgysCOyhLfT0BFO2rBN4AaABAg","just finished the story, Zayne's girlies be prepared.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@yifansjia","false","Ugw7E8txO86DB034hJJ4AaABAg","bro...","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@faitheshbaugh5984","false","UgxHhEu3Xf7RAMZDJIZ4AaABAg","Sylus come home, the kids miss you","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@hanniessance","false","UgwrBW0sPAznJsjEe7d4AaABAg","As a Rafayel girlie, I am so excited for their lores. Cant wait for Rafayel and Xavier main story update 💜⭐️","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@inna9941","false","UgzSS7twvFwpWM9Fz594AaABAg","finished reading and didn't they just copy calebmc dynamic???. met when they are child lab rats lol.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","2",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@wenvqz.56","false","UgzzlWer18dwett42yd4AaABAg","This was smoooooth and sooi beautiful... This deserves the movie teathers. WOW. This is why I keep spendig cash on it. Is perfect...!!!!!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@katerahimi7731","false","Ugx24MKz-Yu0kMY_Nut4AaABAg","They also couldn't pick one., and put both zayne and sylus in one update lol","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@melonelon.","false","UgxfTVad2wfRCaHlGNx4AaABAg","AAHAHHAHAHAAA","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@melonelon.","false","UgxK5jgdmNpAg5gND4J4AaABAg","MEEWOWOOWOWWWW SYLUS DRIVING","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@Rafayal-girl","false","UgyLyF8yLDd3AGlZ9p14AaABAg","oh my godddd...thats insane, look how sylus surrendered himself to mc😍😭😭😭","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@husnaliyana8393","false","UgyOjHuHFPiW_y-w9Ih4AaABAg","THE BGM THOO 🔥🔥🔥","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@BabyAngelGamez","false","UgzZNMVOdMRDAkKfeCd4AaABAg","Doctor Zayne is damn cool!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago (edited)","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@janineprt","false","Ugx5MOJfTKq-C0r4So94AaABAg","OMG THANK YOU INFOLD FROM THE BOTTOM OF THIS SYLUS-ZAYNE GIRLIE’S HEART ❤

so well fed these days aaaah ilysm","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@husnaliyana8393","false","UgzusXoigMqnRRFxoRB4AaABAg","Ooooh Need For Speed new competitor?","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@KISAKISSES","false","UgwnE8FuptwtenI5FpZ4AaABAg","THANK GOSH IT'S A MAIN STORY UPDATE I THOUGHT I'D NEED TO SPEND MORE MONEYY😭","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@Mew-co8wg","false","Ugw9KyvTqoNgGc8oKq14AaABAg","""THE RISE OF DADDIES"" okay infoldddd 🫵🏽🫦","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@KISAKISSES","false","Ugyc6ry1Xj6oT_4Eub14AaABAg","I don't have money and storage anymore :((((((((((","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@rosesfromantigone","false","UgwlETEJlK70fwTaBKl4AaABAg","OMGGGGG MY BELOVEDDSSSS😭😭😭😫💘💘","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@Harleena1995","false","UgzSS7twvFwpWM9Fz594AaABAg.AIKJ05DY96yAIRAUyUyEF8","not really, it appears that Sylus and MC were in a intergalactic gladiator arena and escaped then separated before the main story. At least that's how it appears to be.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago","0","UgzSS7twvFwpWM9Fz594AaABAg","Love and Deepspace | Death and Rebirth","reply","3Ec3JSK4uEU","0"
"@getosito","false","UgzSS7twvFwpWM9Fz594AaABAg.AIKJ05DY96yAISH95vDQ7y","sylus wasn't a child lab rat, so no it  isn't copied. all he did was make her escape possible.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","3 weeks ago (edited)","0","UgzSS7twvFwpWM9Fz594AaABAg","Love and Deepspace | Death and Rebirth","reply","3Ec3JSK4uEU","2"
"@Mariaaa-jq4uf","false","Ugz6ee3KmqQC_xsnQqh4AaABAg","I NEED SYLUS, ZAYNE AND CALEB BRO","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@yujin_1009","false","UgzQQQo4fkdueMUx5rJ4AaABAg","Daddy? That’s my territory😍😉","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@gachacookiestar6843","false","UgxzJ_WcJMvX23lTJ2R4AaABAg","❤❤❤❤ 😭😭😭😭😭😭❤❤❤❤","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@liamcleaff","false","UgwaLyDnbp-tsKkDJb94AaABAg","Someone needs to give it a prize. Guys know how to keep our fire alive! Amazing trailer! I'm melting here!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@Fayleafowl","false","Ugzv45qxFNt-Z-vGT9V4AaABAg","The car chase and fire fight all the action am sold but help me they look so good am ready to goo.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@drunk_on_hwa","false","UgyJBmzSjI-OSawHaBN4AaABAg","This could be a movie holy shit!! I'm so hyped!!!!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@Skyqwq","false","UgyLTB6zfgHz4vbCIEl4AaABAg","MANNNN  MY HUSBANSSSSSSSSS","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@keaton556","false","UgydOAgQwacOIwudqT94AaABAg","For a guy who's supposed to collect firearms, I think this is the first time we see Sylus using a gun","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@Moonmanyfandoms","false","UgyhRZ9ILOt2490qiY94AaABAg","Omg dawnbreaker zayne","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@Ahrysa","false","Ugx0gLH6RrXHiWm42Ct4AaABAg","Seeing Zayne with a gun is so strange lolol. They gave my boys the Leon Kennedy fit, I like <3 Sylus in that same vintage car from the Catch 22 event. I like that they pulled the chase sequence from it for the main story. I'm always a fan of people leaning out of windows to dramatically shoot lol.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@TakaiDesu","false","Ugyg7oQuwfxLqaRTzqJ4AaABAg","DESERVES MORE VIEWS","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@varisara5769","false","UgyZbPeYRt95UgFJA1l4AaABAg","Both of my husbands are so hot.","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@ChimeraLotietheBunny","false","UgxI-tGcN7VY-bH9bOx4AaABAg","Hype right there","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@claravian","false","Ugwf_Na_Eb3aAtbLCsd4AaABAg","Finally an update with a real action! We got too much lovey dovey events lately, its refreshing to finally get into the main story again~ 😂","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@TrueMonkeyNinja","false","UgwHRMIcRGgtnSo3SfB4AaABAg","Commenting again because I actually need to see them crossover with DMC at some point xDDD Sylus giving me Dante cool vibes I love him","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@hibabts007","false","UgwY0xLjen7qkksgYQ14AaABAg","Sylus be like :- my lady can kill me a little, idc","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@Enchanted_Mona143","false","UgwZZkCcxMI0qaHqNhB4AaABAg","I WILL MAKE AN EDIT AHHHH","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@senu.","false","UgxV_7FJRV2UHf48u2B4AaABAg","and mc being voiced again my queen 🙏","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@senu.","false","UgzD2ILnqy9j1nOelUl4AaABAg","KINGLUS PEAKLUS our main story goat is back","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@EylülB3475","false","UgzETyax2u_D4duBTMd4AaABAg","NOLUYO NOLUYOOOOOO","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@Nyawzi","false","UgybOa4WH8n_28F-mM54AaABAg","I'm happy to hear her voice again","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@jennieCalebzayne","false","UgyIQezn9fhu2K-pL_h4AaABAg","No real men can compare to ZAYNE 💋","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@nephys9","false","Ugyt7FeHrC1iTK0xWQt4AaABAg","we need that tune, Infold!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@with3lsa","false","Ugw7srt0MZmDFT2w28t4AaABAg","DAMNNNNN","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@XOMiki-420","false","UgwbiCMNNlZdaFlejj54AaABAg","Too hyped for this 😂❤ Zayne is standing on BUSINESS in this one!🔥","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@Isabel_stillinthebackrooms","false","UgxBMmQE09vC9vCxbRd4AaABAg","WE GOT OUR ""DOC WITH A GLOCK"" BEFORE GTA 6 😭","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@courtneykosmeder93","false","UgwpH1OPKfD1nkkJPTF4AaABAg","So excited! Gonna start replaying the Main story now so I can transition right into it!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@unknownuser-m9r0","false","UgxCqTlBbjiLgfJO51J4AaABAg","Thanks for the gems,It's so difficult to farm! And gems? It's so expensive actually....😢","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@СофіяФедун-ъ5ю","false","Ugz3Ez3LLoeS8utFSnB4AaABAg","Is this Dawnbreaker?! Are we finally going to meet him?!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","3"
"@unknownuser-m9r0","false","UgwJeA0oMadMfgrdQAh4AaABAg","I wish all male lead is meet eachother oneday🎉🎉🎉","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@BamiGyu","false","UgxBrHlWsemTtoW4rcJ4AaABAg","DADDY ZAYNE!!!!","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@sylusswifeyy","false","Ugysj8Jlqzrc_3GC4kJ4AaABAg","😍😍😍😍😍😍😍😍😍","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@Yasraina","false","UgwuEFqPFk6z-LgMoNF4AaABAg","That is so wild😮😮😮😮","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@anitamartinovic6626","false","UgyYt_ojO4GaXzAGG454AaABAg","Think I just went under a reset of my whole body. I am so ready for this!❤","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@wirayakbts","false","UgzyTu8Clv7U8PoJSxJ4AaABAg","wow 🥰🥰","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@bunnie-my","false","UgzzhsM0F3ioe1VECuB4AaABAg","MC LEG ON SYLUSSSSSUWWHEJSJS AAAHAHHSHSHSHA GUYSSSSSSSS","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@JordieSama","false","UgyNIhvIWN3aXxrlybN4AaABAg","I just screamed and ran around my house because WDYM MY TWO MAINS IN ONE UPDATE WITH GUNS AND HOTNESS","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","1"
"@ReinaBastos-n2z","false","UgxUd6prV-09t5UdX8h4AaABAg","Tomen todo mi dinero!!!!! ❤❤❤❤❤","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@Alakid.瑶光映我","false","Ugy0bwiVkcjaDHtZadV4AaABAg","太帅了天杀的老公我来了😢😢","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","2",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","2"
"@TaoStars309","false","UgzFZ4DhaRmsbbhFMcl4AaABAg","2/3 of the holy trinity","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0",,"Love and Deepspace | Death and Rebirth","comment","3Ec3JSK4uEU","0"
"@eqvwey","false","Ugy0bwiVkcjaDHtZadV4AaABAg.AIFbJ6xw1HFAIGh45s6lfl","你玩《时空中的绘旅人》吗","1459","false","https://www.youtube.com/watch?v=3Ec3JSK4uEU","4 weeks ago","0","Ugy0bwiVkcjaDHtZadV4AaABAg","Love and Deepspace | Death and Rebirth","reply","3Ec3JSK4uEU","0"
